HabCode;Criterium;Indicator;AnalyseVariabele;Voorwaarde;Soortengroep;Vegetatielaag;Eenheid;Drempelwaarde;Indicatortype;Drempelwaarde2;Meting;Combinatie;VersieLSVI
6230_hnk;vegetatie;sleutelsoorten_aantal;sleutelsoorten_kalkminnend;aantal kalkminnende sleutelsoorten;;;aantal;2;positief;EN;vegetatieplot;;versie3
6230_hnk;vegetatie;sleutelsoorten_aantal;sleutelsoorten_heischraal;aantal heischrale sleutelsoorten;;;aantal;2;positief;EN;vegetatieplot;;versie3
6230_hnk;vegetatie;sleutelsoorten_aantal;sleutelsoorten_totaal;aantal sleutelsoorten;;;aantal;5;positief;EN;vegetatieplot;;versie3
6230_hnk;vegetatie;sleutelsoorten_bedekking;sleutelsoorten_bedekking;bedekking sleutelsoorten;;;bedekking;10;positief;;vegetatieplot;;versie3
6230_hnk;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;;;bedekking;10;negatief;;vegetatieplot;;versie3
6230_hnk;verstoring;vergrassing;vergrassing;bedekking vergrassing;;;bedekking;50;negatief;;vegetatieplot;;versie3
6230_hnk;verstoring;verruiging;verruiging;bedekking verruiging;;;bedekking;10;negatief;;vegetatieplot;;versie3
6230_hnk;verstoring;verbossing;verbossing;bedekking verbossing;;;bedekking;10;negatief;;structuurplot;;versie3
6230_hnk;verstoring;verbraming;verbraming;bedekking verbraming;;;bedekking;10;negatief;;vegetatieplot;;versie3
6230_hnk;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6230_hnk;verstoring;vermossing;vermossing;bedekking vermossing;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_mo;vegetatie;sleutelsoorten_aantal;sleutelsoorten_aantal;aantal sleutelsoorten;;;aantal;5;positief;;vegetatieplot;;versie3
6410_mo;vegetatie;sleutelsoorten_bedekking;sleutelsoorten_exclPijipenstrootje_bedekking;bedekking sleutelsoorten;;;bedekking;10;positief;;vegetatieplot;;versie3
6410_mo;habitatstructuur;levensvormen;schijngrassen_bedekking;bedekking schijngrassen;;;bedekking;10;positief;;vegetatieplot;;versie3
6410_mo;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;vergrassing;vergrassing;bedekking vergrassing;;;bedekking;50;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;verruiging;verruiging;bedekking verruiging;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;verbossing;verbossing;bedekking verbossing;;;bedekking;10;negatief;;structuurplot;;versie3
6410_mo;verstoring;verbraming;verbraming;bedekking verbraming;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6410_mo;verstoring;vermossing;vermossing;bedekking vermossing;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;vernatting;vernatting;bedekking vernatting;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;verdroging;verdroging;bedekking verdroging;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_mo;verstoring;verzuring;verzuring;bedekking verzuring;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_ve;vegetatie;sleutelsoorten_aantal;sleutelsoorten_aantal;aantal sleutelsoorten;;;aantal;5;positief;;vegetatieplot;;versie3
6410_ve;vegetatie;sleutelsoorten_bedekking;sleutelsoorten_exclPijipenstrootje_bedekking;bedekking sleutelsoorten;;;bedekking;10;positief;;vegetatieplot;;versie3
6410_ve;habitatstructuur;levensvormen;schijngrassen_bedekking;bedekking schijngrassen;;;bedekking;10;positief;;vegetatieplot;;versie3
6410_ve;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;vergrassing;vergrassing;bedekking vergrassing;;;bedekking;50;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;verruiging;verruiging;bedekking verruiging;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;verbossing;verbossing;bedekking verbossing;;;bedekking;10;negatief;;structuurplot;;versie3
6410_ve;verstoring;verbraming;verbraming;bedekking verbraming;;;bedekking;10;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6410_ve;verstoring;vermossing;vermossing;bedekking vermossing;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;vernatting;vernatting;bedekking vernatting;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;verdroging;verdroging;bedekking verdroging;;;bedekking;30;negatief;;vegetatieplot;;versie3
6410_ve;verstoring;verzuring;verzuring;bedekking verzuring;;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hu;habitatstructuur;dominantie_soort;dominantie_soort;dominantie van een soort;;;bedekking;50;negatief;;structuurplot;;versie3
6510_hu;habitatstructuur;verticale_structuur;hogeGrassen;bedekking hoge grassen;;;bedekking;70;negatief;;vegetatieplot;EN;versie3
6510_hu;habitatstructuur;verticale_structuur;middelhogeGrassen;bedekking middelhoge grassen;;;bedekking;5;positief;;vegetatieplot;EN;versie3
6510_hu;vegetatie;sleutelsoorten;sleutelsoorten_aantal;aantal sleutelsoorten;sleutelsoorten;;aantal;7;positief;;vegetatieplot;;versie3
6510_hu;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6510_hu;vegetatie;sleutelsoorten;sleutelsoorten_bedekking;bedekking sleutelsoorten;sleutelsoorten;;bedekking;30;positief;;vegetatieplot;;versie3
6510_hu;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;eutrofiëring;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hu;verstoring;vergrassing_vervilting;vergrassing_vervilting;bedekking vergrassing;vergrassing_vervilting;;bedekking;50;negatief;;vegetatieplot;;versie3
6510_hu;verstoring;verruiging_ruderalisering;verruiging_ruderalisering;bedekking verruiging;verruiging_ruderalisering;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hu;verstoring;verbraming;verbraming;bedekking verbraming;verbraming;;bedekking;10;negatief;;vegetatieplot;;versie3
6510_hu;verstoring;verbossing;verbossing;bedekking verbossing;verbossing;;bedekking;10;negatief;;structuurplot;;versie3
6510_hua;habitatstructuur;dominantie_soort;dominantie_soort;dominantie van een soort;;;bedekking;50;negatief;;structuurplot;;versie3
6510_hua;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6510_hua;habitatstructuur;verticale_structuur;hogeGrassen;bedekking hoge grassen;;;bedekking;70;negatief;;vegetatieplot;EN;versie3
6510_hua;habitatstructuur;verticale_structuur;middelhogeGrassen;bedekking middelhoge grassen;;;bedekking;5;positief;;vegetatieplot;EN;versie3
6510_hua;vegetatie;sleutelsoorten;sleutelsoorten_weidekervel;aanwezigheid specifieke sleutelsoorten;sleutelsoorten_weidekervel;;aantal;1;positief;;vegetatieplot;EN;versie3
6510_hua;vegetatie;sleutelsoorten;sleutelsoorten_andere;aantal sleutelsoorten;sleutelsoorten_andere;;aantal;3;positief;;vegetatieplot;EN;versie3
6510_hua;vegetatie;sleutelsoorten;sleutelsoorten_exclVossenstaart;bedekking sleutelsoorten;sleutelsoorten_exclVossenstaart;;bedekking;10;positief;;vegetatieplot;;versie3
6510_hua;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;eutrofiëring;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;vergrassing_vervilting;vergrassing_vervilting;bedekking vergrassing;vergrassing_vervilting;;bedekking;50;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;verruiging_ruderalisering;verruiging_ruderalisering;bedekking verruiging;verruiging_ruderalisering;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;verbraming;verbraming;bedekking verbraming;verbraming;;bedekking;10;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;vernatting;vernatting;bedekking vernatting;vernatting;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;verdroging;verdroging;bedekking verdroging;verdroging;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hua;verstoring;verbossing;verbossing;bedekking verbossing;verbossing;;bedekking;10;negatief;;structuurplot;;versie3
6510_huk;habitatstructuur;dominantie_soort;dominantie_soort;dominantie van een soort;;;bedekking;50;negatief;;structuurplot;;versie3
6510_huk;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6510_huk;vegetatie;sleutelsoorten;sleutelsoorten_aantal;aantal sleutelsoorten;sleutelsoorten;;aantal;7;positief;;vegetatieplot;;versie3
6510_huk;vegetatie;sleutelsoorten;sleutelsoorten_bedekking;bedekking sleutelsoorten;sleutelsoorten;;bedekking;30;positief;;vegetatieplot;;versie3
6510_huk;habitatstructuur;levensvormen;levensvormen;bedekking rozetplanten;levensvormen;;bedekking;10;positief;;vegetatieplot;;versie3
6510_huk;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;eutrofiëring;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_huk;verstoring;vergrassing_vervilting;vergrassing_vervilting;bedekking vergrassing;vergrassing_vervilting;;bedekking;50;negatief;;vegetatieplot;;versie3
6510_huk;verstoring;verruiging_ruderalisering;verruiging_ruderalisering;bedekking verruiging;verruiging_ruderalisering;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_huk;verstoring;verbraming;verbraming;bedekking verbraming;verbraming;;bedekking;10;negatief;;vegetatieplot;;versie3
6510_huk;verstoring;verbossing;verbossing;bedekking verbossing;verbossing;;bedekking;10;negatief;;structuurplot;;versie3
6510_hus;habitatstructuur;dominantie_soort;dominantie_soort;dominantie van een soort;;;bedekking;50;negatief;;structuurplot;;versie3
6510_hus;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;10;negatief;;structuurplot;;versie3
6510_hus;habitatstructuur;verticale_structuur;hogeGrassen;bedekking hoge grassen;;;bedekking;70;negatief;;vegetatieplot;EN;versie3
6510_hus;habitatstructuur;verticale_structuur;middelhogeGrassen;bedekking middelhoge grassen;;;bedekking;5;positief;;vegetatieplot;EN;versie3
6510_hus;vegetatie;sleutelsoorten;sleutelsoorten_aantal;aantal sleutelsoorten;sleutelsoorten;;aantal;7;positief;;vegetatieplot;;versie3
6510_hus;vegetatie;sleutelsoorten;sleutelsoorten_bedekking;bedekking sleutelsoorten;sleutelsoorten;;bedekking;30;positief;;vegetatieplot;;versie3
6510_hus;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;eutrofiëring;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hus;verstoring;vergrassing_vervilting;vergrassing_vervilting;bedekking vergrassing;vergrassing_vervilting;;bedekking;50;negatief;;vegetatieplot;;versie3
6510_hus;verstoring;verruiging_ruderalisering;verruiging_ruderalisering;bedekking verruiging;verruiging_ruderalisering;;bedekking;30;negatief;;vegetatieplot;;versie3
6510_hus;verstoring;verbraming;verbraming;bedekking verbraming;verbraming;;bedekking;10;negatief;;vegetatieplot;;versie3
6510_hus;verstoring;verbossing;verbossing;bedekking verbossing;verbossing;;bedekking;10;negatief;;structuurplot;;versie3
7140_meso;vegetatie;sleutelsoorten_aantal;sleutelsoorten_aantal;aantal sleutelsoorten;;;aantal;4;positief;;vegetatieplot;;versie3
7140_meso;vegetatie;sleutelsoorten_bedekking;sleutelsoorten_bedekking;bedekking sleutelsoorten;;;bedekking;30;positief;;vegetatieplot;;versie3
7140_meso;habitatstructuur;moslaag;moslaag;bedekking moslaag;;;bedekking;30;positief;;vegetatieplot;;versie3
7140_meso;habitatstructuur;dominantie_soort;dominantie_soort;dominantie van een soort;;;bedekking;70;positief;;structuurplot;;versie3
7140_meso;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;;;bedekking;10;negatief;;vegetatieplot;;versie3
7140_meso;verstoring;vergrassing;vergrassing;bedekking vergrassing;;;bedekking;30;negatief;;vegetatieplot;;versie3
7140_meso;verstoring;verruiging;verruiging;bedekking verruiging;;;bedekking;30;negatief;;vegetatieplot;;versie3
7140_meso;verstoring;verbossing;verbossing;bedekking verbossing;;;bedekking;10;negatief;;structuurplot;;versie3
7140_meso;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;30;negatief;;structuurplot;;versie3
7140_meso;verstoring;vermossing;vermossing;bedekking vermossing;;;bedekking;30;negatief;;vegetatieplot;;versie3
7140_meso;verstoring;structuur;betreding_brand;bedekking structuurschade;;;bedekking;10;negatief;;structuurplot;;versie3
7140_meso;verstoring;invasieve_exoten;invasieve_exoten;bedekking invasieve exoten;;;aantal;1;negatief;;vegetatieplot;;versie3
7140_oli;vegetatie;sleutelsoorten_aantal;sleutelsoorten_aantal;aantal sleutelsoorten;;;aantal;3;positief;;vegetatieplot;;versie3
7140_oli;vegetatie;sleutelsoorten_bedekking;sleutelsoorten_bedekking;bedekking sleutelsoorten;;;bedekking;30;positief;;vegetatieplot;;versie3
7140_oli;habitatstructuur;veenmossen;veenmossen;bedekking veenmossen;;;bedekking;30;positief;;vegetatieplot;;versie3
7140_oli;verstoring;eutrofiëring;eutrofiëring;bedekking eutrofiëring;;;bedekking;10;negatief;;vegetatieplot;;versie3
7140_oli;verstoring;vergrassing;vergrassing;bedekking vergrassing;;;bedekking;30;negatief;;vegetatieplot;;versie3
7140_oli;verstoring;verruiging;verruiging;bedekking verruiging;;;bedekking;10;negatief;;vegetatieplot;;versie3
7140_oli;verstoring;verbossing;verbossing;bedekking verbossing;;;bedekking;10;negatief;;structuurplot;;versie3
7140_oli;verstoring;strooisellaag;strooisellaag;bedekking strooisellaag;;;bedekking;30;negatief;;structuurplot;;versie3
7140_oli;verstoring;vermossing;vermossing;bedekking vermossing;;;bedekking;30;negatief;;vegetatieplot;;versie3
7140_oli;verstoring;structuur;betreding_brand;bedekking structuurschade;;;bedekking;10;negatief;;structuurplot;;versie3
91E0_sf;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;30;positief;;structuurplot;;versie3
91E0_sf;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_sf;habitatstructuur;horizontale_structuur;groeiklasse5_6_7;groeiklasse 5 6 of 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_sf;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
91E0_sf;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;%;70;positief;;structuurplot;;versie3
91E0_sf;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;aantal;3;positief;;structuurplot;;versie3
91E0_sf;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;bedekking;50;negatief;;vegetatieplot;EN;versie3
91E0_sf;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_sf;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;bedekking;1;negatief;;vegetatieplot;EN;versie3
91E0_vo;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aantal;aantal sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;aantal;3;positief;;vegetatieplot;EN;versie3
9110;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_sf;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;%;4;positief;;structuurplot;;versie3
91E0_va;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;75;positief;;structuurplot;;versie3
91E0_va;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_va;habitatstructuur;horizontale_structuur;groeiklasse7;groeiklasse 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_va;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
91E0_va;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;%;70;positief;;structuurplot;;versie3
91E0_va;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;aantal;3;positief;;structuurplot;;versie3
91E0_va;verstoring;verruiging;verruiging_GewoneBraam_Rietgras_Liesgras;bedekking verruiging sublijst 1;verruiging_GewoneBraam;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_va;verstoring;verruiging;verruiging_GewoneVlier_Brandnetel_Kleefkruid;bedekking verruiging sublijst 2;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_va;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_va;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;bedekking;1;negatief;;vegetatieplot;EN;versie3
9120;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
9130;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_va;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_va;verstoring;verruiging;verruiging_Waterpeper_Pitrus;bedekking verruiging sublijst 3;verruiging_Waterpeper_Pitrus;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_va;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;%;4;positief;;structuurplot;;versie3
91E0_vc;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;75;positief;;structuurplot;;versie3
91E0_vc;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vc;habitatstructuur;horizontale_structuur;groeiklasse7;groeiklasse 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vc;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
91E0_vc;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;%;70;positief;;structuurplot;;versie3
91E0_vc;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;aantal;3;positief;;structuurplot;;versie3
91E0_vc;verstoring;verruiging;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;bedekking verruiging sublijst 1;verruiging_Braam_Vlier_GroteBrandnetel_Hondsdraf_Kleefkruid;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vc;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vc;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;bedekking;1;negatief;;vegetatieplot;EN;versie3
9160;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vc;verstoring;verruiging;verruiging_Pitrus;bedekking verruiging sublijst 2;verruiging_Pitrus;;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vc;verstoring;verruiging;verruiging_Waterpeper;;verruiging_Waterpeper;;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vc;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;%;4;positief;;structuurplot;;versie3
91E0_vm;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;30;positief;;structuurplot;;versie3
91E0_vm;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vm;habitatstructuur;horizontale_structuur;groeiklasse7;groeiklasse 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vm;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
91E0_vm;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;%;70;positief;;structuurplot;;versie3
91E0_vm;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;aantal;3;positief;;structuurplot;;versie3
91E0_vm;verstoring;verruiging;verruiging_GewoneBraam_Rietgras_Liesgras;bedekking verruiging sublijst 1;verruiging_GewoneBraam;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vm;verstoring;verruiging;verruiging_GewoneVlier_Brandnetel_Kleefkruid;bedekking verruiging sublijst 2;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vm;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vm;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vm;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;bedekking;1;negatief;;vegetatieplot;EN;versie3
9190;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_sf;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vm;verstoring;verruiging;verruiging_Waterpeper_Pitrus;bedekking verruiging sublijst 3;verruiging_Waterpeper_Pitrus;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vm;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;%;4;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;30;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;horizontale_structuur;groeiklasse7;groeiklasse 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vn;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
91E0_vn;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;%;70;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;aantal;3;positief;;structuurplot;;versie3
91E0_vn;verstoring;verruiging;verruiging_GewoneBraam_Rietgras_Liesgras;bedekking verruiging sublijst 1;verruiging_GewoneBraam;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging_Brandnetel_Kleefkruid;bedekking verruiging sublijst 2;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;bedekking;1;negatief;;vegetatieplot;EN;versie3
91E0_va;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vm;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging_Waterpeper_Pitrus;bedekking verruiging sublijst 3;verruiging_Waterpeper_Pitrus;;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;%;4;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;jaar;30;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;horizontale_structuur;groeiklasse5_6_7;groeiklasse 5 6 of 7 aanwezig;;;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vo;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;aantal;3;positief;;structuurplot;OF;versie3
